Video,Type,Vid_num,Global,Action,Interaction
P02,int,5,There are many street food on the table.,I am looking a flea market.,We are having a conversation.
P02,int,6,A woman is passing fork to someone.,I am looking a street vendor.,A women is selling me something.
P02,int,7,There is a girl who is lifting forks.,I am looking a woman.,She is giving me a fork.
P02,int,8,There is a boy who is eating something.,I am eating food while looking at a friend.,We are eating food together.
P02,int,9,There is a man in front of street vendor.,I am standing in the parking lot.,I hand the fork and my friend receive it.
P02,int,10,There is a man with a long hair.,I am watching a man.,Me and my friend are walking together.
P02,int,11,Flea market is opening.,I visit the flea market.,We are looking the flea market.
P02,int,12,A man is selling a peanut.,I am eating peanut.,We are eating peanut.
P02,int,13,A man is selling a peanut.,I am talking with some guy.,Me and seller are having a conversation.
P02,int,14,There is a man with a long hair.,I turn my head to see a man.,I am talking with my friend.
P02,int,15,A man is giving a tasting fruit.,I am looking a flea market.,We are visiting flea market.
P02,int,16,A man is eating a fruit.,I am eating fruit.,Me and my friend are eating fruit.
P02,int,17,There are many flower on the street.,I am watching a flower.,We are having a conversation.
P02,int,18,Cars are passing by on the road.,I am turning my head left.,Me and my friend are walking.
P02,int,19,There are two man in front of the counter.,I am looking at the menu.,"Me and my friend are choosing the menu,"
P02,int,20,There are some people in the restaurant.,I am choosing a menu.,We are choosing a menu.
P02,int,21,There are many people in the restaurant.,I am turning my head to the left several times.,We are looking at a menu.
P02,int,22,A menu is showed.,I am looking a menu.,We are looking at a menu.
P02,int,23,There are many menu in the restaurant.,I am choosing a menu.,We stand.
P02,int,24,A man is sitting in a seat.,I am talking with a man.,I am asking to a man ?can I sit here???25
P02,int,26,There are two glasses of bear on the table.,I am watching a man.,We are having a conversation.
P02,int,27,A man is sitting in front of table.,I am looking for something.,Me and my friend are waiting for food.
P02,int,28,A man is drinking bear.,I am drinking bear.,We are drinking a bear.
P02,int,29,A man is drinking bear.,I am turning my head to the right.,We are having a conversation.
P02,int,30,A man is sitting in the restaurant.,I am drinking a glass of bear.,We are having a conversation.
P02,int,31,Many people are eating food in the restaurant.,I am putting a hand on my face.,We are waiting food.
P02,int,32,A man is sitting in the restaurant.,I am talking with a man.,We are having a conversation.
P02,int,33,A man is sitting in the restaurant.,I am drinking a glass of bear.,We are having a conversation.
P02,int,34,There are many people in the restaurant.,I am drinking a glass of bear.,My friend drink a glass of bear and pass me.
P02,int,35,There is a boy who is waiting a food.,I am watching a man.,We are waiting food.
P02,int,36,A man is sitting in the restaurant.,I am drinking bear.,We are having a conversation.
P02,int,37,TV is turned on in the restaurant.,I turn my head and watch television,We are having a conversation while watching TV
P02,int,38,A man is talking something.,I am looking a man.,Me and my friend are having a conversation
P02,int,39,There is a boy who touch his hair.,I am drinking a beverages.,We are having a conversation
P02,int,40,There are many people in the restaurant.,I am turning my head and refit my glasses.,Me and my friend are waiting for food.
P02,int,41,Many people are eating food in the restaurant.,I get a look around.,We are having a conversation while watching TV
P02,int,42,Many people are eating food in the restaurant.,I turn my head to the right.,We are having a conversation
P02,int,43,There is a man who is watching Television,I am drinking a glass of bear.,Me and my friend are waiting for food.
P02,int,44,There are many people in the restaurant.,I look around with my head up.,We are waiting food.
P02,int,45,A man is holding his chin in his hand,I am staring a man.,We are waiting food.
P02,int,46,There are many decorations around.,I am turning my head to the left.,We are watching television
P02,int,47,A man is watching TV,I am watching Tv,Me and my friend are talking while watch TV.
P02,int,48,A man with long hair is touch his hair,I am watching a man.,We are having a conversation
P02,int,49,A man is holding his chin in his hand,I am drinking a beverages.,We are talking to each other.
P02,int,50,A man is holding his chin in his hand,I am talking with a man.,We are talking to each other.
P02,int,1,A woman runs a street vendor.,I am walking to the street vendor.,A women is selling me something.
P02,int,2,There are many food and some woman sell it.,I am looking food.,We are having a conversation.
P02,int,3,a woman is explaining something.,I am looking food.,A women is selling me something.
P02,int,4,A woman is lifting the lid of food and drive out bugs.,I am looking street vendor.,a women is selling me something.
P02,int,5,There is a woman in front of the street vendor.,I am looking a woman.,a women is selling me something.
P02,int,6,There is a girl who is lifting forks.,I am looking a woman.,She is giving my friend a fork.
P02,int,7,A woman is passing fork to someone.,I am taking a fork.,I am taking a fork from her.
P02,int,8,There are lots of cars in the parking lot.,I am eating something.,Me and my friend are eating something.
P02,int,9,There are lots of cars in the parking lot.,I am passing forks.,My friend is taking a fork I handed.
P02,int,10,There are some people in front of street vendor.,I am turning right.,We are having a conversation.
P02,int,11,There are many people in the flea market.,I am turning my head to the right,Me and my friend are having a conversation.
P02,int,12,There are many peanuts on the table.,"I am looking a flea market, especially peanut.",me and my friend are eating peanut.
P02,int,13,There is a man who is selling peanut.,I am talking.,We are having a conversation.
P02,int,14,A white car is being loaded in the parking lot.,"I am talking with a man,",We are having a conversation.
P02,int,15,There is a man who is selling fruits.,I am passing fruit.,clerk is giving me a fruit.
P02,int,16,There is a man who is selling fruits.,I am looking a man.,We are eating a fruit
P02,int,17,There are a woman with bleu skirt and a man with long hair.,I am looking a flea market.,we are looking a flea market.
P02,int,18,A man is walking through the road.,I am walking.,We are walking on the street.
P02,int,19,There is a menu board in the restaurant.,"I am choosing a menu,",we are choosing a menu.
P02,int,20,There is a menu board in the restaurant.,I am turning my head to the left several times.,We are looking at a menu.
P02,int,21,There is a menu board in the restaurant.,"I am choosing a menu,",we are choosing a menu.
P02,int,22,There is a menu board in the restaurant.,"I am choosing a menu,",we are choosing a menu.
P02,int,23,There are many people in the restaurant.,I am shaking my head.,We are choosing a menu.
P02,int,24,There are many people in the restaurant.,I am asking ?can I sit here???We are having a conversation.,
P02,int,25,There are many people in the restaurant.,I am looking a man.,We are waiting food.
P02,int,26,A man straightens his hair.,I am looking a man.,We are sitting down in a restaurant.
P02,int,27,There is a man in the restaurant.,I am turning my head right and looking for something.,We are having a conversation.
P02,int,28,A man is drinking a glass of beverages.,I am drinking a glass of beverages.,We are drinking a glass of beverages.
P02,int,29,A man is drinking a glass of beverages.,I am watching a man.,My friend is take my bear and drink.
P02,int,30,There is a man in the restaurant.,I am drinking beverages.,We are waiting food.
P02,int,31,There are many people in the restaurant.,I am watching a TV.,We are having a conversation.
P02,int,32,There is a man in the restaurant.,I am staring a man.,Me and my friend are having a conversation.
P02,int,33,There is a man in the restaurant.,I am drinking beverages.,We are waiting food.
P02,int,34,A man is drinking a bear.,I am watching a man.,Me and my friend are having a conversation.
P02,int,35,A man is sitting in the restaurant.,I am staring a man.,We are having a conversation.
P02,int,36,There is a man in the restaurant.,I am drinking a glass of beverages.,We are waiting food.
P02,int,37,There are many people in the restaurant.,I am watching a TV.,Me and my friend are watching TV.
P02,int,38,There is a man with long hair in the restaurant.,I am talking with a man.,We are having a conversation.
P02,int,39,A man is arranging his long hair.,I am drinking a glass of bear.,Me and my friend are having a conversation.
P02,int,40,Many people are in the restaurant.,I am refit my glasses.,We are having a conversation.
